"SDFB Person ID","ODNB ID","Display Name","Prefix","First Name","Last Name","Suffix","Title","All Search Names","Gender","Historical Significance","Birth Year Type","Extant Birth Year","Alternate Birth Year","Death Year Type","Extant Death Year","Alternate Death Year","Group List","level","military","art","law","politics"
"10005815",13002,"James Hepburn",NA,"James","Hepburn","",NA,"James Hepburn, James, James Hepburn","male","orientalist","IN","1573","1573","AF/IN","1623","1623","[]","No Title",0,0,0,0
"10007183",16127,"John Laurence",NA,"John","Laurence","",NA,"John Laurence, John, John Laurence","male","writer on gardening","IN","1668","1668","IN","1732","1732","[]","No Title",0,1,0,0
"10005953",13283,"Joseph Hill",NA,"Joseph","Hill","","church","Joseph Hill, Joseph, Joseph Hill","male","nonconformist minister","IN","1625","1625","IN","1707","1707","[]","Religion",0,0,0,0
"10011043",25406,"Andrew Shilling",NA,"Andrew","Shilling","",NA,"Andrew Shilling, Andrew, Andrew Shilling","male","naval officer in the East India Company","AF","1511",NA,"IN","1621","1621","[]","No Title",1,0,0,0
"10004471",9910,"Sir John Forster","Sir","John","Forster","","Sir","John Forster, Sir John, Sir John Forster, Sir Forster, John, John Forster","male","administrator and soldier","IN","1515","1515","IN","1602","1602","[]","Significant",1,0,0,1
"10010838",24975,"John Scudamore",NA,"John","Scudamore","",NA,"John Scudamore, John, John Scudamore","male","diplomat and politician","IN","1601","1601","IN","1671","1671","[]","No Title",0,0,0,1
"10006834",15369,"Gilbert Kennedy",NA,"Gilbert","Kennedy","",NA,"Gilbert Kennedy, Gilbert, Gilbert Kennedy","male","nobleman","IN","1541","1541","IN","1576","1576","[]","Noble",0,0,0,0
"10010293",23623,"Thomas Ridgeway",NA,"Thomas","Ridgeway","",NA,"Thomas Ridgeway, Thomas, Thomas Ridgeway","male","administrator and politician","IN","1565","1565","IN","1632","1632","[]","No Title",0,0,0,1
"10007984",49668,"Thomas Marow",NA,"Thomas","Marow","",NA,"Thomas Marow, Thomas, Thomas Marow","male","lawyer","IN","1460","1465","IN","1505","1505","[]","No Title",0,0,1,0
"10008175",18522,"Brian Melbancke",NA,"Brian","Melbancke","",NA,"Brian Melbancke, Brian, Brian Melbancke","male","writer","AF","1490",NA,"IN","1600","1600","[]","No Title",0,1,0,0
"10005954",13284,"Joseph Hill",NA,"Joseph","Hill","","church","Joseph Hill, Joseph, Joseph Hill","male","Presbyterian minister","IN","1667","1667","IN","1729","1729","[]","Religion",0,0,0,0
"10013018",29775,"William Wintersel",NA,"William","Wintersel","",NA,"William Wintersel, William Wintershull, William, William Wintersel","male","actor","AF","1569",NA,"IN","1679","1679","[]","No Title",0,1,0,0
"10002264",5069,"David Chalmers of Ormond",NA,"David","Chalmers","of Ormond",NA,"David Chalmers of Ormond, David Chambers of Ormond, David, David Chalmers, David Chalmers of Ormond, David of Ormond","male","historian and judge","IN","1533","1533","IN","1592","1592","[]","No Title",0,0,1,0
"10003536",66390,"Nicholas Dixon",NA,"Nicholas","Dixon","",NA,"Nicholas Dixon, Nicholas, Nicholas Dixon","male","miniature painter","CA","1645","1645","IN","1708","1720","[]","No Title",0,1,0,0
"10006282",13947,"Lord William Howard","Lord","William","Howard","","Lord","William Howard, Lord William, Lord William Howard, Lord Howard, William, William Howard","male","antiquary and landowner","IN","1563","1563","IN","1640","1640","[]","Noble",0,0,0,0
"10006721",0,"Jacob Jordaens",NA,"Jacob","Jordaens","",NA,"Jacob Jordaens, Jacob, Jacob Jordaens","male",NA,"IN","1593",NA,"IN","1678",NA,"[]","No Title",0,0,0,0
"10004637",69083,"Mary Gadbury",NA,"Mary","Gadbury","",NA,"Mary Gadbury, Mary, Mary Gadbury","female","","CA","1619","1619","BF","1729",NA,"[]","No Title",0,0,0,0
"10000491",1027,"Thomas Bagard",NA,"Thomas","Bagard","",NA,"Thomas Bagard, Thomas, Thomas Bagard","male","civil lawyer and divine","AF","1434",NA,"IN","1544","1544","[]","No Title",0,0,1,0
"10012589",28843,"John Watson",NA,"John","Watson","",NA,"John Watson, John, John Watson","male","college head","AF","1427",NA,"IN","1537","1537","[]","No Title",0,0,0,0
"10007404",16620,"James Ley",NA,"James","Ley","",NA,"James Ley, James, James Ley","male","naval officer","IN","1618","1619","IN","1665","1665","[]","No Title",1,0,0,0
"10007589",58144,"Sir Walter Long","Sir","Walter","Long","","Sir","Walter Long, Sir Walter, Sir Walter Long, Sir Long, Walter, Walter Long","male","politician","IN","1591","1591","IN","1672","1672","[]","Significant",0,0,0,1
"10006692",68197,"John Jones",NA,"John","Jones","",NA,"John Jones, John, John Jones","male","copyist and manuscript collector","BF","1585","1585","BF/IN","1658","1658","[]","No Title",0,0,0,0
"10006740",15154,"George Joyliffe",NA,"George","Joyliffe","",NA,"George Joyliffe, George, George Joyliffe","male","anatomist and physician","IN","1621","1621","IN","1658","1658","[]","No Title",0,0,0,0
"10011556",26480,"James Stewart",NA,"James","Stewart","",NA,"James Stewart, James, James Stewart","male","magnate and murder victim","IN","1565","1566","IN","1592","1592","[]","No Title",0,0,0,0
"10007758",69917,"Alexander MacDonald of Dunyvaig and the Glens",NA,"Alexander","MacDonald","of Dunyvaig and the Glens","Nobel","Alexander MacDonald of Dunyvaig and the Glens, Alexander, Alexander MacDonald, Alexander MacDonald of Dunyvaig and the Glens, Alexander of Dunyvaig and the Glens","male","clan chief","AF","1426",NA,"IN","1536","1539","[]","No Title",0,0,0,0
"10011605",53119,"William Stonestreet",NA,"William","Stonestreet","",NA,"William Stonestreet, William, William Stonestreet","male","antiquary","IN","1659","1659","IN","1716","1716","[]","No Title",0,0,0,0
"10011416",24508,"Christopher St Lawrence",NA,"Christopher","St Lawrence","",NA,"Christopher St Lawrence, Christopher, Christopher St Lawrence","male","soldier and informer","AF","1509",NA,"IN","1619","1619","[]","No Title",1,0,0,0
"10010074",23030,"William Rainolds",NA,"William","Rainolds","","church","William Rainolds, William Reynolds, William, William Rainolds","male","Roman Catholic priest and author","CA","1544","1544","IN","1594","1594","[]","Religion",0,1,0,0
"10003152",93684,"Thomas Cure",NA,"Thomas","Cure","",NA,"Thomas Cure, Thomas, Thomas Cure","male","saddler","AF","1478",NA,"IN","1588","1588","[]","No Title",0,0,0,0
"10006508",68331,"Gilbert Jackson",NA,"Gilbert","Jackson","",NA,"Gilbert Jackson, Gilbert, Gilbert Jackson","male","portrait painter","IN","1621","1621","IN","1643","1643","[]","No Title",0,1,0,0
"10009329",21342,"Sir Thomas Parker","Sir","Thomas","Parker","","Sir","Thomas Parker, Sir Thomas, Sir Thomas Parker, Sir Parker, Thomas, Thomas Parker","male","judge","IN","1695","1695","IN","1784","1784","[]","Significant",0,0,1,0
"10000659",68873,"John Barlow",NA,"John","Barlow","",NA,"John Barlow, John, John Barlow","male","","IN","1517","1517","IN","1552","1552","[]","No Title",0,0,0,0
"10008677",19712,"Daniel Mytens",NA,"Daniel","Mytens","",NA,"Daniel Mytens, Daniel Mijtens, Daniel, Daniel Mytens","male","painter","IN","1590","1590","IN","1647","1647","[]","No Title",0,1,0,0
"10012689",29053,"Thomas Wentworth",NA,"Thomas","Wentworth","",NA,"Thomas Wentworth, Thomas, Thomas Wentworth","male","nobleman","IN","1501","1501","IN","1551","1551","[]","Noble",0,0,0,0
"10007732",17374,"Uilliam Mac Cairteain",NA,"Uilliam","Mac Cairteain","",NA,"Uilliam Mac Cairteain, Uilliam, Uilliam Mac Cairteain","male","poet and scribe","IN","1667","1668","IN","1724","1724","[]","No Title",0,1,0,0
"10010068",70911,"Robert Raikes",NA,"Robert","Raikes","",NA,"Robert Raikes, Robert, Robert Raikes","male","printer and newspaper proprietor","IN","1690","1690","IN","1757","1757","[]","No Title",0,0,0,0
"10008412",19060,"Hugh Montgomery",NA,"Hugh","Montgomery","",NA,"Hugh Montgomery, Hugh Montgomerie, Hugh, Hugh Montgomery","male","army officer","IN","1613","1613","IN","1669","1669","[]","No Title",1,0,0,0
"10011495",26318,"Thomas Starkey",NA,"Thomas","Starkey","",NA,"Thomas Starkey, Thomas, Thomas Starkey","male","humanist and royal servant","IN","1498","1498","IN","1538","1538","[]","No Title",0,0,0,0
"10009026",0,"Rory O'Donnell Earl of Tyrconnell",NA,"Rory","O'Donnell","","Earl of Tyrconnell","Rory O'Donnell, Rury O'Donnell, Ruaidhri O Domhnaill, Rory, Rory O'Donnell, Rory O'Donnell Earl of Tyrconnell","male","magnate and soldier","IN","1574","1575","IN","1608",NA,"[]","Noble",1,0,0,0
"10002634",5834,"John Colbatch",NA,"John","Colbatch","","church","John Colbatch, John, John Colbatch","male","Church of England clergyman and university teacher","IN","1665","1665","IN","1748","1748","[]","Religion",0,0,0,0
"10008411",19059,"Hugh Montgomery",NA,"Hugh","Montgomery","",NA,"Hugh Montgomery, Hugh Montgomerie, Hugh, Hugh Montgomery","male","nobleman","CA","1531","1531","IN","1585","1585","[]","Noble",0,0,0,0
"10011414",24504,"Oliver St John",NA,"Oliver","St John","",NA,"Oliver St John, Oliver, Oliver St John","male","lawyer and politician","IN","1598","1598","IN","1673","1673","[""""Providence Island Company""""]","No Title",0,0,1,1
"10007739",17686,"Hugh Oge Mac Mahon",NA,"Hugh Oge","Mac Mahon","",NA,"Hugh Oge Mac Mahon, Hugh Oge MacMahon, Hugh Oge, Hugh Oge Mac Mahon","male","conspirator","IN","1606","1607","IN","1644","1644","[]","No Title",0,0,0,0
"10011498",26331,"Sir John Stawell","Sir","John","Stawell","","Sir","John Stawell, Sir John, Sir John Stawell, Sir Stawell, John, John Stawell","male","royalist army officer","IN","1599","1600","IN","1662","1662","[]","Significant",1,0,0,0
"10003079",37326,"Sir Robert Crosse","Sir","Robert","Crosse","","Sir","Robert Crosse, Sir Robert, Sir Robert Crosse, Sir Crosse, Robert, Robert Crosse","male","naval commander","IN","1547","1547","IN","1611","1611","[]","Significant",1,0,0,0
"10007546",16901,"Sir George Lockhart of Carnwath","Sir","George","Lockhart","of Carnwath","Sir","George Lockhart of Carnwath, Sir George, Sir George Lockhart, Sir George Lockhart of Carnwath, Sir George of Carnwath, Sir Lockhart, Sir Lockhart of Carnwath, George, George Lockhart, George Lockhart of Carnwath, George of Carnwath","male","advocate and judge","IN","1630","1630","IN","1689","1689","[]","Significant",0,0,1,0
"10011485",26297,"Edward Staples",NA,"Edward","Staples","","church","Edward Staples, Edward, Edward Staples","male","bishop of Meath","CA","1490","1490","AF","1558","1558","[]","Religion",0,0,0,0
"10005493",12201,"John Hanmer",NA,"John","Hanmer","","church","John Hanmer, John, John Hanmer","male","Presbyterian minister","IN","1642","1642","IN","1707","1707","[]","Religion",0,0,0,0
"10001411",66564,"Dorothy Boyle",NA,"Dorothy","Boyle","",NA,"Dorothy Boyle, Dorothy Savile, Dorothy, Dorothy Boyle","female","portrait painter and caricaturist","IN","1699","1699","IN","1758","1758","[]","No Title",0,1,0,0
"10001514",70865,"William Brereton",NA,"William","Brereton","",NA,"William Brereton, William, William Brereton","male","courtier and administrator","CA","1487","1490","IN","1536","1536","[]","Significant",0,0,0,1
"10005957",53038,"Oliver Hill",NA,"Oliver","Hill","",NA,"Oliver Hill, Oliver, Oliver Hill","male","theologian and government agent","CA","1630","1630","AF","1702","1702","[]","No Title",0,0,0,1
"10005944",13264,"Aaron Hill",NA,"Aaron","Hill","",NA,"Aaron Hill, Aaron, Aaron Hill","male","writer and entrepreneur","IN","1685","1685","IN","1750","1750","[]","No Title",0,1,0,0
"10007719",17304,"Sir Charles Lyttelton","Sir","Charles","Lyttelton","","Sir","Sir Charles Lyttelton, Sir Charles Littelton, Sir Charles, Sir Charles Lyttelton, Sir Lyttelton, Charles, Charles Lyttelton","male","colonial governor and politician","IN","1629","1629","IN","1716","1716","[]","Significant",0,0,0,1
"10010650",24583,"Robert Saltwood",NA,"Robert","Saltwood","",NA,"Robert Saltwood, Robert, Robert Saltwood","male","author and Benedictine monk","IN","1518","1518","IN","1538","1538","[]","No Title",0,1,0,0
"10005450",12102,"John Hamilton",NA,"John","Hamilton","","church","John Hamilton, John, John Hamilton","male","Roman Catholic archbishop of St Andrews","IN","1510","1511","IN","1571","1571","[]","Religion",0,0,0,0
"10008913",20338,"Bonham Norton",NA,"Bonham","Norton","",NA,"Bonham Norton, Bonham, Bonham Norton","male","printer and bookseller","IN","1565","1565","IN","1635","1635","[]","No Title",0,0,0,0
"10008563",19410,"Robert Mossom",NA,"Robert","Mossom","","church","Robert Mossom, Robert, Robert Mossom","male","Church of Ireland bishop of Derry","IN","1617","1617","IN","1679","1679","[]","Religion",0,0,0,0
"10002266",5038,"James Chaloner",NA,"James","Chaloner","",NA,"James Chaloner, James, James Chaloner","male","politician","IN","1602","1602","IN","1660","1660","[]","No Title",0,0,0,1
"10013191",30125,"Joseph Wyeth",NA,"Joseph","Wyeth","",NA,"Joseph Wyeth, Joseph, Joseph Wyeth","male","religious writer","IN","1663","1663","IN","1731","1731","[]","No Title",0,1,0,0
"10012880",29408,"Sir Thomas Wilford","Sir","Thomas","Wilford","","Sir","Thomas Wilford, Sir Thomas, Sir Thomas Wilford, Sir Wilford, Thomas, Thomas Wilford","male","soldier","IN","1530","1530","IN","1610","1610","[]","Significant",1,0,0,0
"10012848",0,"Rowland Whyte",NA,"Rowland","Whyte","",NA,"Rowland Whyte, Rowland, Rowland Whyte","male",NA,"BF","1580",NA,"AF","1607",NA,"[]","No Title",0,0,0,0
"10007205",16196,"George Lawson",NA,"George","Lawson","","church","George Lawson, George, George Lawson","male","Church of England clergyman and political writer","CA","1598","1598","IN","1678","1678","[]","Religion",0,1,0,1
"10002350",5199,"Maurice Chauncy",NA,"Maurice","Chauncy","",NA,"Maurice Chauncy, Maurice, Maurice Chauncy","male","prior of Sheen Anglorum and martyrologist","IN","1509","1509","IN","1581","1581","[]","No Title",0,1,0,0
"10008657",19662,"Sir Philip Musgrave","Sir","Philip","Musgrave","","Sir","Philip Musgrave, Sir Philip, Sir Philip Musgrave, Sir Musgrave, Philip, Philip Musgrave","male","royalist army officer and local politician","IN","1607","1607","IN","1678","1678","[]","Significant",1,0,0,1
"10002754",6118,"George Constantine",NA,"George","Constantine","",NA,"George Constantine, George, George Constantine","male","evangelical reformer","CA","1500","1500","BF/IN","1561","1561","[]","No Title",0,0,0,0
"10003171",6970,"Sir Thomas Cusack","Sir","Thomas","Cusack","","Sir","Thomas Cusack, Sir Thomas, Sir Thomas Cusack, Sir Cusack, Thomas, Thomas Cusack","male","lawyer and administrator","CA","1505","1505","IN","1571","1571","[]","Significant",0,0,1,1
"10010294",47340,"Thomas Ridgley",NA,"Thomas","Ridgley","",NA,"Thomas Ridgley, Thomas Rugeley, Thomas, Thomas Ridgley","male","physician","IN","1576","1576","IN","1656","1656","[]","No Title",0,0,0,0
"10012197",27961,"Edward Tyson",NA,"Edward","Tyson","",NA,"Edward Tyson, Edward, Edward Tyson","male","physician and anatomist","IN","1651","1651","IN","1708","1708","[]","No Title",0,0,0,0
"10005837",38608,"Lady Mary Herbert","Lady","Mary","Herbert","","Lady","Mary Herbert, Lady Mary, Lady Mary Herbert, Lady Herbert, Mary, Mary Herbert","female","speculator and mining entrepreneur","IN","1686","1686","IN","1775","1775","[]","Noble",0,0,0,0
"10000030",74110,"Josephus Abudacnus",NA,"Josephus","Abudacnus","",NA,"Josephus Abudacnus, Josephus, Josephus Abudacnus","male","scholar of oriental languages","IN","1595","1595","IN","1643","1643","[]","No Title",0,0,0,0
"10011019",25361,"Henry Sherfield",NA,"Henry","Sherfield","",NA,"Henry Sherfield, Henry, Henry Sherfield","male","lawyer and iconoclast","IN","1572","1572","IN","1634","1634","[]","No Title",0,0,1,0
"10009597",22024,"Hugh Peter",NA,"Hugh","Peter","","church","Hugh Peter, Hugh Peters, Hugh, Hugh Peter","male","Independent minister","IN","1598","1598","IN","1660","1660","[]","Religion",0,0,0,0
"10009845",22565,"George Porter",NA,"George","Porter","",NA,"George Porter, George, George Porter","male","Jacobite conspirator and informer","IN","1659","1659","IN","1728","1728","[]","No Title",0,0,0,0
"10004645",10277,"William Gager",NA,"William","Gager","",NA,"William Gager, William, William Gager","male","Latin playwright and poet","IN","1555","1555","IN","1622","1622","[]","No Title",0,1,0,0
"10005881",13138,"Martin Heton",NA,"Martin","Heton","","church","Martin Heton, Martin, Martin Heton","male","bishop of Ely","IN","1554","1554","IN","1609","1609","[]","Religion",0,0,0,0
"10011842",27119,"Richard Temple",NA,"Richard","Temple","",NA,"Richard Temple, Richard, Richard Temple","male","politician and landowner","IN","1675","1675","IN","1749","1749","[]","No Title",0,0,0,1
"10006676",14977,"Thomas Jollie the younger",NA,"Thomas","Jollie","the younger","church","Thomas Jollie the younger, Thomas Jolly the younger, Thomas, Thomas Jollie, Thomas Jollie the younger, Thomas the younger","male","Independent minister","IN","1687","1687","IN","1764","1764","[]","Religion",0,0,0,0
"10009535",69152,"Mary Pennyman",NA,"Mary","Pennyman","",NA,"Mary Pennyman, Mary Heron, Mary Boreman, Mary, Mary Pennyman","female","","IN","1630","1630","IN","1701","1701","[]","No Title",0,0,0,0
"10009742",22333,"Thomas Pitt",NA,"Thomas","Pitt","",NA,"Thomas Pitt, Thomas, Thomas Pitt","male","merchant and politician","IN","1653","1653","IN","1726","1726","[]","No Title",0,0,0,1
"10006677",0,"Timothy Jollie",NA,"Timothy","Jollie","",NA,"Timothy Jollie, Timothy Jolly, Timothy, Timothy Jollie","male",NA,"IN","1656","1659","IN","1714",NA,"[]","No Title",0,0,0,0
"10006667",14944,"John Johnston",NA,"John","Johnston","",NA,"John Johnston, John, John Johnston","male","scholar and poet","IN","1565","1565","IN","1611","1611","[]","No Title",0,1,0,0
"10010610",24456,"Anthony Sadler",NA,"Anthony","Sadler","","church","Anthony Sadler, Anthony, Anthony Sadler","male","Church of England clergyman","IN","1602","1602","IN","1643","1643","[]","Religion",0,0,0,0
"10007398",16604,"Thomas Lewis",NA,"Thomas","Lewis","",NA,"Thomas Lewis, Thomas, Thomas Lewis","male","religious controversialist","IN","1689","1689","AF/IN","1737","1737","[]","No Title",0,0,0,0
"10007347",16493,"John Leslie",NA,"John","Leslie","",NA,"John Leslie, John, John Leslie","male","politician","IN","1600","1600","IN","1641","1641","[]","No Title",0,0,0,1
"10008474",19189,"Samuel More",NA,"Samuel","More","",NA,"Samuel More, Samuel, Samuel More","male","parliamentarian army officer","CA","1594","1594","IN","1662","1662","[]","No Title",1,0,0,1
"10007759",17421,"Alexander Macdonald of Glencoe",NA,"Alexander","Macdonald","of Glencoe","Nobel","Alexander Macdonald of Glencoe, Alexander, Alexander Macdonald, Alexander Macdonald of Glencoe, Alexander of Glencoe","male","clan chief and victim of massacre","AF","1582",NA,"IN","1692","1692","[]","No Title",0,0,0,0
"10005938",74064,"Susanna Highmore",NA,"Susanna","Highmore","",NA,"Susanna Highmore, Susanna Hiller, Susanna, Susanna Highmore","female","poet","IN","1689","1690","IN","1750","1750","[]","No Title",0,1,0,0
"10010619",24529,"George Sale",NA,"George","Sale","",NA,"George Sale, George, George Sale","male","orientalist","AF/IN","1696","1696","IN","1736","1736","[]","No Title",0,0,0,0
"10008472",19185,"Richard More",NA,"Richard","More","",NA,"Richard More, Richard, Richard More","male","religious writer and politician","IN","1575","1575","IN","1643","1643","[]","No Title",0,1,0,1
"10001620",3585,"Hugh Broughton",NA,"Hugh","Broughton","",NA,"Hugh Broughton, Hugh, Hugh Broughton","male","divine and Hebraist","IN","1549","1549","IN","1612","1612","[]","No Title",0,0,0,0
"10011020",67233,"Denis Sheridan",NA,"Denis","Sheridan","","church","Denis Sheridan, Denis, Denis Sheridan","male","Church of Ireland clergyman","CA","1610","1610","CA","1683","1683","[]","Religion",0,0,0,0
"10003720",19430,"Pierre Du Moulin",NA,"Pierre","Du Moulin","","church","Pierre Du Moulin, Pierre, Pierre Du Moulin","male","Reformed minister and religious controversialist","IN","1568","1568","IN","1658","1658","[]","Religion",0,0,0,0
"10009027",57248,"Thomas O'Dowde",NA,"Thomas","O'Dowde","",NA,"Thomas O'Dowde, Thomas, Thomas O'Dowde","male","physician","AF","1555",NA,"IN","1665","1665","[]","No Title",0,0,0,0
"10004057",37402,"Epiphanius Evesham",NA,"Epiphanius","Evesham","",NA,"Epiphanius Evesham, Epiphanius, Epiphanius Evesham","male","sculptor, painter, and metal-engraver","IN","1570","1570","IN","1623","1623","[]","No Title",0,1,0,0
"10006437",14319,"John Huxham",NA,"John","Huxham","",NA,"John Huxham, John, John Huxham","male","physician","IN","1692","1692","IN","1768","1768","[]","No Title",0,0,0,0
"10005958",68090,"Richard Hill",NA,"Richard","Hill","",NA,"Richard Hill, Richard, Richard Hill","male","merchant","IN","1508","1508","IN","1536","1536","[]","No Title",0,0,0,0
"10005813",13003,"James Hepburn",NA,"James","Hepburn","",NA,"James Hepburn, James Hebron, James, James Hepburn","male","army officer in the Swedish and French services","AF","1527",NA,"IN","1637","1637","[]","No Title",1,0,0,0
"10001991",76333,"Colin Campbell of Glenorchy",NA,"Colin","Campbell","of Glenorchy",NA,"Colin Campbell of Glenorchy, Colin, Colin Campbell, Colin Campbell of Glenorchy, Colin of Glenorchy","male","","IN","1499","1499","IN","1583","1583","[]","No Title",0,0,0,0
"10012174",27924,"Brian Twyne",NA,"Brian","Twyne","",NA,"Brian Twyne, Brian, Brian Twyne","male","antiquary","IN","1581","1581","IN","1644","1644","[]","No Title",0,0,0,0
"10005878",13134,"John Hester",NA,"John","Hester","",NA,"John Hester, John, John Hester","male","distiller and translator","AF","1482",NA,"IN","1592","1592","[]","No Title",0,0,0,0
"10004173",9262,"Thomas Fell",NA,"Thomas","Fell","",NA,"Thomas Fell, Thomas, Thomas Fell","male","judge","IN","1599","1599","IN","1658","1658","[]","No Title",0,0,1,0
"10006632",14870,"Christopher Johnson",NA,"Christopher","Johnson","",NA,"Christopher Johnson, Christopher, Christopher Johnson","male","Latin poet and schoolmaster","IN","1536","1536","IN","1597","1597","[]","No Title",0,1,0,0
"10009712",40535,"Thomas Pierson",NA,"Thomas","Pierson","","church","Thomas Pierson, Thomas, Thomas Pierson","male","Church of England clergyman","IN","1573","1573","IN","1633","1633","[]","Religion",0,0,0,0
"10002637",5842,"Francis Coldock",NA,"Francis","Coldock","",NA,"Francis Coldock, Francis, Francis Coldock","male","bookseller","IN","1530","1531","IN","1603","1603","[]","No Title",0,0,0,0
"10007006",15713,"John Knewstub",NA,"John","Knewstub","","church","John Knewstub, John Knewstubs, John, John Knewstub","male","Church of England clergyman","IN","1544","1544","IN","1624","1624","[]","Religion",0,0,0,0
"10001831",4137,"Robert Burton",NA,"Robert","Burton","",NA,"Robert Burton, Robert, Robert Burton","male","writer","IN","1577","1577","IN","1640","1640","[]","No Title",0,1,0,0
"10000564",1182,"Sir Andrew Balfour","Sir","Andrew","Balfour","","Sir","Andrew Balfour, Sir Andrew, Sir Andrew Balfour, Sir Balfour, Andrew, Andrew Balfour","male","botanist and antiquary","IN","1630","1630","IN","1694","1694","[]","Significant",0,0,0,0
"10000566",1189,"Sir James Balfour of Denmiln and Kinnaird","Sir","James","Balfour","of Denmiln and Kinnaird","Sir","James Balfour of Denmiln and Kinnaird, Sir James, Sir James Balfour, Sir James Balfour of Denmiln and Kinnaird, Sir James of Denmiln and Kinnaird, Sir Balfour, Sir Balfour of Denmiln and Kinnaird, James, James Balfour, James Balfour of Denmiln and Kinnaird, James of Denmiln and Kinnaird","male","antiquary and herald","IN","1600","1600","IN","1657","1657","[]","Significant",0,0,0,0
"10007940",67989,"Sir Rice Mansel","Sir","Rice","Mansel","","Sir","Sir Rice Mansel, Sir Rice Mansell, Sir Rice, Sir Rice Mansel, Sir Mansel, Rice, Rice Mansel","male","soldier and administrator","IN","1487","1487","IN","1559","1559","[]","Significant",1,0,0,1
"10012268",28148,"Thomas Vaughan",NA,"Thomas","Vaughan","",NA,"Thomas Vaughan, Thomas, Thomas Vaughan","male","hermetic philosopher and alchemist","IN","1621","1621","IN","1666","1666","[]","No Title",0,0,0,0
"10005432",12058,"Sir David Hamilton","Sir","David","Hamilton","","Sir","David Hamilton, Sir David, Sir David Hamilton, Sir Hamilton, David, David Hamilton","male","man-midwife and physician","IN","1663","1663","IN","1721","1721","[]","Significant",0,0,0,0
"10006144",13696,"Richard Hooker",NA,"Richard","Hooker","",NA,"Richard Hooker, Richard, Richard Hooker","male","theologian and philosopher","IN","1554","1554","IN","1600","1600","[]","No Title",0,0,0,0
"10003466",71043,"Henry Dethick",NA,"Henry","Dethick","",NA,"Henry Dethick, Henry, Henry Dethick","male","Latin poet and writer on poetic theory","IN","1547","1548","CA","1613","1613","[]","No Title",0,1,0,0
"10002268",66530,"Robert Chaloner",NA,"Robert","Chaloner","","church","Robert Chaloner, Robert, Robert Chaloner","male","Church of England clergyman and educational benefactor","IN","1547","1548","IN","1621","1621","[]","Religion",0,1,0,0
"10002538",5625,"Bartholomew Clerke",NA,"Bartholomew","Clerke","",NA,"Bartholomew Clerke, Bartholomew, Bartholomew Clerke","male","civil lawyer","IN","1537","1537","IN","1590","1590","[]","No Title",0,0,1,0
"10001122",66521,"Sir William Blackett","Sir","William","Blackett","","Sir","William Blackett, Sir William, Sir William Blackett, Sir Blackett, William, William Blackett","male","landowner and mine owner","IN","1657","1657","IN","1705","1705","[]","Significant",0,0,0,0
"10011904",27349,"William Thorne",NA,"William","Thorne","","church","William Thorne, William, William Thorne","male","classical and Hebrew scholar and Church of England clergyman","CA","1568","1568","IN","1630","1630","[]","Religion",0,0,0,0
"10006974",15660,"Sir William Kirkcaldy of Grange","Sir","William","Kirkcaldy","of Grange","Sir","William Kirkcaldy of Grange, Sir William, Sir William Kirkcaldy, Sir William Kirkcaldy of Grange, Sir William of Grange, Sir Kirkcaldy, Sir Kirkcaldy of Grange, William, William Kirkcaldy, William Kirkcaldy of Grange, William of Grange","male","soldier and politician","IN","1520","1520","IN","1573","1573","[]","Significant",1,0,0,1
"10001832",72243,"Simon Burton",NA,"Simon","Burton","",NA,"Simon Burton, Simon, Simon Burton","male","publisher","IN","1613","1613","IN","1663","1663","[]","No Title",0,0,0,0
"10005950",13276,"James Hill",NA,"James","Hill","",NA,"James Hill, James, James Hill","male","antiquary","IN","1697","1697","IN","1727","1727","[]","No Title",0,0,0,0
"10001091",2457,"Henry Birkhead",NA,"Henry","Birkhead","",NA,"Henry Birkhead, Henry, Henry Birkhead","male","Latin poet","IN","1617","1617","IN","1696","1696","[]","No Title",0,1,0,0
"10005238",62679,"Elizabeth Griffin",NA,"Elizabeth","Griffin","",NA,"Elizabeth Griffin, Elizabeth Grey, Elizabeth, Elizabeth Griffin","female","landowner","IN","1691","1691","IN","1762","1762","[]","No Title",0,0,0,0
"10011504",26346,"Richard Steele",NA,"Richard","Steele","","church","Richard Steele, Richard, Richard Steele","male","nonconformist minister","IN","1629","1629","IN","1692","1692","[]","Religion",0,0,0,0
"10001123",55923,"Andro Blackhall",NA,"Andro","Blackhall","",NA,"Andro Blackhall, Andro, Andro Blackhall","male","composer","IN","1535","1536","IN","1609","1609","[]","No Title",0,1,0,0
"10002451",5411,"Anthony Chute",NA,"Anthony","Chute","",NA,"Anthony Chute, Anthony Chewt, Anthony, Anthony Chute","male","poet","AF","1484",NA,"IN","1594","1595","[]","No Title",0,1,0,0
"10005257",11642,"Sir Samuel Grimston","Sir","Samuel","Grimston","","Sir","Samuel Grimston, Sir Samuel, Sir Samuel Grimston, Sir Grimston, Samuel, Samuel Grimston","male","politician","IN","1644","1644","IN","1700","1700","[]","Significant",0,0,0,1
"10007145",16049,"Benjamin Langwith",NA,"Benjamin","Langwith","","church","Benjamin Langwith, Benjamin, Benjamin Langwith","male","antiquary and Church of England clergyman","IN","1684","1684","IN","1743","1743","[]","Religion",0,0,0,0
