"V1","V2","V3","V4","V5","V6","V7"
"1470","2.31797243568207","57925042.6146397","591.058288253475","10012118","10012118","10012118"
"1471","1.97580418994568","60242851.6717682","602.905661251163","10012118","10012118","10012118"
"1472","2.00193008395817","63311431.0888204","613.686805469707","10012118","10012118","10012118"
"1473","2.592913113335","57965201.0088159","632.322791575681","10012118","10012118","10012118"
"1474","2.33661046563805","59053494.3971657","642.661764623367","10012118","10012118","10012118"
"1475","1.64951405281632","63464625.5555365","668.121748984407","10012118","10012118","10012118"
"1476","1.60256731387673","69807402.4517017","692.238738042976","10012118","10012118","10012118"
"1477","1.54281687087737","73285037.1332577","704.05815823761","10012118","10012118","10012118"
"1478","1.54613696397864","73633860.6223945","719.945231044062","10012118","10012118","10012118"
"1479","1.55586681977881","76978684.9709061","728.903935170134","10012118","10012118","10012118"
"1480","1.52264048126704","87082292.5958734","760.367337273609","10012118","10012118","10012118"
"1481","1.6451811313602","92933375.0421204","772.829618027861","10012118","10012118","10012118"
"1482","1.40345217771885","99458874.2949053","799.574558275523","10012118","10012118","10012118"
"1483","1.32371011789574","103839350.581534","821.76213333359","10012118","10012118","10012118"
"1484","1.2942693036573","105538113.302887","828.568811409773","10012118","10012118","10012118"
"1485","1.30645581220952","102078305.393231","865.215843933625","10012118","10012118","10012118"
"1486","1.28183270215298","106882955.501058","881.053666264245","10012118","10012118","10012118"
"1487","1.2516687850027","113807119.333843","900.380828581763","10012118","10012118","10012118"
"1488","1.25748509206647","118066872.898599","914.0295438045","10012118","10012118","10012118"
"1489","1.26014834191228","123022005.607539","940.2810031352","10012118","10012118","10012118"
"1490","1.40798182181468","130423098.738628","966.174250873113","10012118","10012118","10012118"
"1491","1.59122288260414","320868142.00478","1006.39623787753","10012119","10012119","10012119"
"1492","1.60618630023367","338401694.95924","1024.1143937871","10012119","10012119","10012119"
"1493","1.78454457254086","363942990.20258","1044.93045896515","10012119","10012119","10012119"
"1494","1.64308422352611","382636273.071667","1061.69461299172","10012119","10012119","10012119"
"1495","1.79969397571163","428694148.269138","1108.48331130908","10012119","10012119","10012119"
"1496","1.97437625182705","461923811.906547","1133.73336922122","10012119","10012119","10012119"
"1497","1.98872030290211","478776008.61246","1151.1129302115","10012119","10012119","10012119"
"1498","2.29223004680262","514806733.67018","1176.66088097433","10012119","10012119","10012119"
"1499","2.60133444447679","542020090.968402","1194.47415714091","10012119","10012119","10012119"
"1500","2.36631374714492","585256044.099458","1245.39648809014","10012119","10012119","10012119"
"1501","2.38892632080314","602841820.045843","1255.46328708944","10012119","10012119","10012119"
"1502","1.99773380031295","622521626.270631","1274.0030279457","10012119","10012119","10012119"
"1503","2.01345438931734","634684637.669111","1286.79678178489","10012119","10012119","10012119"
"1504","1.82713460378658","647781355.733225","1306.21548959443","10012119","10012119","10012119"
"1505","1.72778873038126","675683917.4186","1329.42634002677","10012119","10012119","10012119"
"1506","1.67770244296437","705047417.762605","1349.14216669458","10012119","10012119","10012119"
"1507","1.5348981976414","742366207.555598","1373.97488347329","10012119","10012119","10012119"
"1508","1.64687503528438","771976716.525474","1390.817615401","10012119","10012119","10012119"
"1509","1.49341536324188","844365774.389915","1416.38519541391","10012119","10012119","10012119"
"1510","1.65296487229529","912559122.986847","1453.38329814871","10012119","10012119","10012119"
"1511","1.75610199122583","938011202.790368","1470.11340638997","10012119","10012119","10012119"
"1512","1.91595955283443","953254414.506954","1494.22972700852","10012119","10012119","10012119"
"1513","1.5472793197769","962911614.233961","1509.98054099094","10012119","10012119","10012119"
"1514","1.50342910021117","966182045.931779","1526.89923685834","10012119","10012119","10012119"
"1515","1.51210849717867","998638310.750473","1547.48749942307","10012119","10012119","10012119"
"1516","1.67068979818992","947287307.801996","1576.91157209435","10012119","10012119","10012119"
"1517","1.68543175837459","991408752.418392","1601.4749276948","10012119","10012119","10012119"
"1518","1.69169127932517","1013700233.93507","1616.2247005746","10012119","10012119","10012119"
"1519","1.59359962417292","1042573956.8578","1638.68240234876","10012119","10012119","10012119"
"1520","1.65460561820861","1108805073.96463","1699.26279288895","10012119","10012119","10012119"
"1521","1.6624917563706","1112073344.72316","1716.07197213478","10012119","10012119","10012119"
"1522","1.62231560870925","1146245276.80435","1738.6432882778","10012119","10012119","10012119"
"1523","1.49983491299835","1154688058.43481","1753.40576564333","10012119","10012119","10012119"
"1524","1.54318261069539","1166064280.15664","1769.1575605949","10012119","10012119","10012119"
"1525","1.55116353352734","1188877636.76419","1798.37198494575","10012119","10012119","10012119"
"1526","1.69613698990579","1192256659.79534","1803.76678175654","10012119","10012119","10012119"
"1527","1.79640823744787","1219236477.72649","1825.11932107381","10012119","10012119","10012119"
"1528","1.65501320379034","1233279483.88161","1842.74647205764","10012119","10012119","10012119"
"1529","1.49015580378785","1252856982.86306","1864.43402250094","10012119","10012119","10012119"
"1530","1.39541342055199","1327479283.76818","1919.03432915722","10012119","10012119","10012119"
"1531","1.44602207663616","1377352408.28124","1948.66696980385","10012119","10012119","10012119"
"1532","1.33390590057119","1387263842.35938","1993.66559752324","10012119","10012119","10012119"
"1533","1.28738705457501","1323401995.38855","2021.73070510322","10012119","10012119","10012119"
"1534","1.24910338029069","1309266925.77329","2040.79231799299","10012119","10012119","10012119"
"1535","1.24993768489553","1317697552.28982","2057.31446158166","10012119","10012119","10012119"
"1536","1.17919958351262","1298616862.61038","2061.86007252409","10012119","10012119","10012119"
"1537","1.156285811334","1100301167.83943","2064.23439768394","10012119","10012119","10012119"
"1538","1.16126005689654","1078909884.35201","2073.78862161833","10012119","10012119","10012119"
"1539","1.13966199028425","1055011737.80919","2090.26155068798","10012119","10012119","10012119"
"1540","1.33365653835559","1057310633.49231","2098.71577530086","10012119","10012119","10012116"
"1541","1.2936680959214","1027239331.19208","2102.8609777569","10012119","10012119","10012116"
"1542","1.30808425503466","1022961362.36139","2126.77628742331","10012117","10012119","10012116"
"1543","1.25273270261178","1001384782.58127","2146.71395590809","10012117","10012119","10012116"
"1544","1.23912104347928","1046434786.97328","2176.60323943868","10012117","10012117","10012116"
"1545","1.26037016235634","1100298254.08383","2198.10225450841","10012117","10012117","10012116"
"1546","1.24377714514753","1140425562.31613","2225.23503798926","10012117","10012117","10012116"
"1547","1.29027628979121","1298839180.18383","2250.37303163599","10012117","10012117","10012117"
"1548","1.26855344699439","1381171581.88488","2301.39091380104","10012117","10012117","10012117"
"1549","1.25721673546878","1406571022.4596","2318.10041662451","10012117","10012117","10012117"
"1550","1.28542685094608","1568257822.22219","2382.18079310315","10012117","10012117","10012117"
"1551","1.30409758099159","1592373003.89991","2393.73085739911","10012117","10012117","10012117"
"1552","1.37571425517465","1649054504.4617","2402.11970853369","10012117","10012117","10012117"
"1553","1.41616580954094","1820141130.69644","2431.09087288742","10012117","10012117","10012117"
"1554","1.43654102514348","1874787341.18519","2461.16379801021","10012117","10012117","10012117"
"1555","1.34894746222772","2009217180.34444","2497.93658357112","10012117","10012117","10012117"
"1556","1.2879711474933","2100283618.38195","2516.6726434705","10012117","10012117","10012117"
"1557","1.27238617126855","2083135899.66635","2508.93691901721","10012117","10012117","10012117"
"1558","1.19927587717037","2174500360.68492","2490.96956255962","10012117","10012117","10012117"
"1559","1.23730002807142","2136987809.97876","2484.04089869829","10012117","10012117","10012117"
"1560","1.30988804917623","2301053133.83531","2540.30902380224","10012117","10012117","10012117"
"1561","1.35930586306813","2396122719.917","2585.41604525345","10012117","10012117","10012117"
"1562","1.39645935367385","2505919519.88059","2627.82614174444","10012117","10012117","10012117"
"1563","1.38127474307196","2416417190.89836","2654.75830504991","10012117","10012117","10012117"
"1564","1.46822484194748","2465107982.60868","2699.63391248328","10012117","10012117","10012117"
"1565","1.54862833907407","2556356006.86325","2737.70525051582","10012117","10012117","10012117"
"1566","1.78963846055982","3697813989.79866","2762.71662664517","10011681","10011681","10012117"
"1567","1.88689561709139","3814343035.97359","2779.0161119984","10011681","10011681","10012117"
"1568","1.71397406939236","4039723502.75766","2816.9850764095","10011681","10011681","10012117"
"1569","1.7041367390499","4218181612.75736","2843.27128289431","10011681","10011681","10012117"
"1570","1.62218793859825","4546598987.64193","2896.29160927343","10011681","10011681","10012117"
"1571","1.64622150599489","4626882896.03975","2900.3779975175","10011681","10011681","10012117"
"1572","1.39711540556173","4776775007.32096","2933.36487312686","10011681","10011681","10012117"
"1573","1.4131971989105","4880777152.71021","2965.90698949574","10011681","10011681","10011681"
"1574","1.34462267803955","5142319613.21086","3015.75780743296","10011681","10011681","10011681"
"1575","1.41314612963345","5596485561.75139","3073.81242102507","10011681","10011681","10011681"
"1576","1.49391001633657","5942586958.67392","3105.8551413813","10011681","10011681","10011681"
"1577","1.48344004237835","6057728974.53816","3119.00928179885","10011681","10011681","10011681"
"1578","1.44047639177399","6247905334.16232","3143.68909094515","10011681","10011681","10011681"
"1579","1.45915849472892","6479036234.21895","3169.86503413629","10011681","10011681","10011681"
"1580","1.57813362795934","6840487224.24489","3212.56002447122","10011681","10011681","10011681"
"1581","1.45028882591576","6986121019.74893","3226.25045401533","10011681","10011681","10011681"
"1582","1.44431654306396","7190266831.50394","3253.43771755457","10011681","10011681","10011681"
"1583","1.4972686497126","7396758349.44526","3270.41220395149","10011681","10011681","10011681"
"1584","1.3972767413311","7736094463.56365","3313.17218253997","10011681","10011681","10011681"
"1585","1.46542176858465","7992335768.3135","3342.0231053201","10011681","10011681","10011681"
"1586","1.34906682225943","8211499320.66854","3381.76934576779","10011681","10011681","10011681"
"1587","1.37534176686523","8327934271.41228","3393.49612343633","10011681","10011681","10011681"
"1588","1.4186643433827","8653436847.81692","3431.68266683867","10011681","10011681","10011681"
"1589","1.4039847887819","8872259027.33202","3452.62437606895","10011681","10011681","10011681"
"1590","1.43437880363174","9437741958.49022","3495.76853431426","10011681","10011681","10011681"
"1591","1.4115829629828","9684570617.72282","3528.02194377391","10011681","10011681","10011681"
"1592","1.31953744692161","9751532249.4115","3555.08638387476","10011681","10011681","10011681"
"1593","1.38599632050884","9612867893.70298","3536.60098277271","10011681","10011681","10011681"
"1594","1.40095586925788","9924383464.51978","3565.12004740753","10011681","10011681","10011681"
"1595","1.34766781813833","10151254332.6206","3597.28162049325","10011681","10011681","10011681"
"1596","1.34375004569497","10415424656.759","3619.06526463436","10011681","10011681","10011681"
"1597","1.33839709484277","10539791112.2789","3629.61051500326","10011681","10011681","10011681"
"1598","1.43178681507661","10704814409.1538","3638.44030973124","10011681","10011681","10011681"
"1599","1.45229927616822","10770042298.0512","3688.11037168848","10011681","10011681","10011681"
"1600","1.87873840248808","9442614894.41659","3764.99874201428","10011681","10011681","10011681"
"1601","1.70621918126075","9633330259.96734","3801.9581342773","10011681","10011681","10011681"
"1602","1.8660320272712","9769176286.56743","3843.63835361859","10011681","10011681","10011681"
"1603","1.72097198133328","10128137963.9039","3861.06208748712","10011681","10011681","10011681"
"1604","1.701994570695","10148921776.1113","3888.17342034363","10011681","10011681","10011681"
"1605","1.56122730447998","10181920221.6917","3936.33335117905","10011681","10011681","10011681"
"1606","1.48805616622979","10142328526.184","3966.26055115762","10011681","10011681","10011681"
"1607","1.44662169362457","10065285604.8419","3996.88762093783","10011681","10011681","10011681"
"1608","1.48413090024061","10121871310.1355","4019.43822596584","10011670","10011670","10011681"
"1609","1.39428605359775","10418183179.1101","4055.77288375995","10011670","10011670","10011681"
"1610","1.62362511933336","11034485511.4435","4074.4236449893","10011670","10011670","10011681"
"1611","1.58474746603398","11344773986.4499","4090.17632274119","10011670","10011670","10011670"
"1612","1.7094724892336","11878254072.4554","4113.56817351042","10011670","10011670","10011670"
"1613","1.68049571060563","12272320168.3086","4134.06981831089","10011670","10011670","10011670"
"1614","1.67333172952969","12753914425.8017","4166.39764377916","10011670","10011670","10011670"
"1615","1.68919711487484","12791741033.8658","4177.56185071981","10011670","10011670","10011670"
"1616","1.53868271080025","13264210811.2166","4207.01572168776","10011670","10011670","10011670"
"1617","1.49701215445284","13686683209.1056","4231.88068224905","10011670","10011670","10011670"
"1618","1.48890582005588","13881431645.462","4240.65888863998","10011670","10011670","10011670"
"1619","1.56488662280715","14266756460.0821","4274.00635965203","10011670","10011670","10011670"
"1620","1.76190879551677","14771790437.5137","4321.63905151745","10011670","10011670","10011670"
"1621","1.78520567052794","14975654406.7818","4331.0830985039","10011670","10011670","10011670"
"1622","1.90293729118635","15367202794.7638","4346.64792844636","10011670","10011670","10011670"
"1623","1.81640939432214","15652256937.4064","4361.09815206549","10011670","10011670","10011670"
"1624","2.30227272518884","15990522690.6456","4376.50610187863","10011670","10011670","10011670"
"1625","2.10517764492308","18162033534.929","4383.72778793031","10011670","10011670","10011670"
"1626","1.95956009190382","17945288703.1075","4389.62385046675","10011670","10011670","10011670"
"1627","1.91132303441344","18004366199.7001","4413.95632936529","10011670","10011670","10011670"
"1628","1.82368445784606","18109592513.181","4429.81466381295","10011670","10011670","10011670"
"1629","1.74734664705789","18064505941.948","4444.56583561099","10011670","10011670","10011670"
"1630","1.99275892240993","14582981992.7203","4491.1349294484","10011670","10011670","10011670"
"1631","2.02344436732593","14578253897.8678","4511.5217735244","10011670","10011670","10011670"
"1632","2.10574235425324","14141999830.7763","4523.06103067125","10011670","10011670","10011670"
"1633","2.79179277155822","13615315510.1923","4541.34623955223","10011670","10011670","10011670"
"1634","2.8536738513618","13437816585.7404","4546.79054960653","10011670","10011670","10011670"
"1635","2.29692971863022","13332604233.8839","4565.4778253754","10011670","10011671","10011670"
"1636","2.30239622146047","13743263457.5388","4590.07018779089","10011671","10011671","10011671"
"1637","2.56061782160459","14186960758.6075","4615.18548464984","10011671","10011671","10011671"
"1638","2.62105838964818","14355126592.2373","4611.94294786485","10011671","10011671","10011671"
"1639","2.32264559475091","14526072063.882","4609.0119978857","10011671","10011671","10011671"
"1640","2.17381145597518","14926660032.6349","4627.81031468191","10011671","10011671","10011671"
"1641","2.00670891209038","15017057182.4128","4609.3691973951","10011671","10011671","10011671"
"1642","1.73131276139506","15260059387.9812","4613.46348041329","10011671","10011671","10011671"
"1643","1.7647968078465","15004457907.0905","4575.56303636498","10011671","10011671","10011671"
"1644","1.91978743803178","15026095502.5358","4549.75550711439","10011671","10011671","10011671"
"1645","1.88203315448485","15573560727.1421","4556.70331833409","10011671","10011671","10011671"
"1646","1.83628901970992","15664570921.9258","4548.46065556608","10011671","10011671","10011671"
"1647","1.79381708887055","15810457173.749","4545.25171790084","10011671","10011671","10011671"
"1648","2.0499501714491","16141078210.714","4548.74341566226","10011671","10011671","10011671"
"1649","1.94013589929662","18914940952.7962","4526.4081804507","10011671","10011671","10011671"
"1650","2.36775350147697","18459538775.1041","4531.04182903313","10011671","10011671","10011671"
"1651","2.27439220157545","18253690346.1983","4515.18703951323","10011671","10011671","10011671"
"1652","2.48809026923256","18035561407.0232","4487.16248958168","10011671","10011671","10011671"
"1653","2.63904759198878","17876516934.7057","4472.91427358576","10011671","10011671","10011671"
"1654","2.10483609705144","17501096134.3494","4453.01159899692","10011671","10011671","10011671"
"1655","2.09950348936214","17291879008.0621","4443.89713728119","10011671","10011671","10011671"
"1656","2.2768731190604","17202760151.5708","4427.61478260828","10011671","10011671","10011671"
"1657","2.22608313632158","16817191467.2093","4398.73584145","10011671","10011671","10011671"
"1658","1.93922299708564","17035898234.8094","4361.70671147865","10011671","10011671","10011671"
"1659","2.42304619328618","16579807204.3066","4319.43203225298","10011671","10011671","10011671"
"1660","2.87661325166242","15973781349.1124","4302.61806936961","10011671","10011671","10011671"
"1661","2.65015091907686","15243373985.09","4258.0891678888","10011671","10011671","10011671"
"1662","2.69671270886454","14817086406.2728","4231.30036701242","10011671","10011671","10011671"
"1663","3.31783460501796","14353702174.4982","4209.47856513837","10011671","10011671","10011671"
"1664","3.21331361541473","14099180308.5839","4204.98353089189","10011671","10011671","10011671"
"1665","2.93246606778443","13572268086.1559","4179.14010141897","10011671","10011671","10011671"
"1666","2.77680171800536","13149311940.8298","4166.46515830589","10011671","10011671","10011671"
"1667","2.19178658767009","12706789111.0743","4153.29630147354","10011671","10011671","10011671"
"1668","2.11400191064019","12431396670.8167","4148.66219859333","10011671","10011671","10011671"
"1669","1.84710634890044","12120673084.266","4131.79232853925","10011671","10011671","10011671"
"1670","1.9203712822905","11906530784.5092","4130.46424329234","10011671","10011671","10011671"
"1671","1.94304245812411","11642342603.1783","4117.32929060349","10011671","10011671","10011671"
"1672","1.98466103994521","10979358452.9506","4076.2379976029","10011671","10011671","10011671"
"1673","1.92366510773866","10743535216.8963","4074.26440994875","10011671","10011671","10011671"
"1674","1.88867199486315","10389544401.9812","4062.40931024752","10011671","10011671","10011671"
"1675","1.98668019979461","9939344806.60182","4041.77703931769","10011671","10011671","10011671"
"1676","1.92037864780659","9560849717.01227","4039.80450246219","10011671","10011671","10011671"
"1677","1.76248886682018","9061510036.26283","4004.94475073108","10011671","10011671","10011671"
"1678","2.00071003810388","8458782499.51886","3960.85502807161","10011671","10011671","10011671"
"1679","1.89649684757443","7989454197.96445","3923.23366515485","10011671","10011671","10011683"
"1680","2.03062170605583","7495025904.97008","3888.66990795227","10011671","10011671","10011683"
"1681","2.28916143818053","6898191002.71783","3841.64519428443","10011683","10011671","10011683"
"1682","2.61092358831397","6409811134.40754","3815.90169530102","10011683","10011671","10011683"
"1683","2.46787360189191","5982750105.98693","3773.87772856986","10011683","10011683","10011683"
"1684","2.52501945935533","5954377887.59926","3759.63897362715","10011683","10011683","10011683"
"1685","2.4876292098418","6915293498.46638","3728.7509489117","10011683","10011683","10011683"
"1686","3.12882829494582","6728913779.30436","3698.19657412687","10011683","10011683","10011683"
"1687","2.70587018004602","6513204445.68498","3685.58011832109","10011683","10011683","10011683"
"1688","2.49307775662049","6216583785.86598","3667.78952358593","10011683","10011683","10011683"
"1689","2.58731592502379","5933437850.84276","3631.43870266149","10011683","10011683","10011683"
"1690","2.94706063820917","5811501922.77525","3637.83217347197","10011683","10011683","10011683"
"1691","2.83913900858111","5504721178.49449","3591.02239722671","10011683","10011683","10011683"
"1692","3.64836447886081","5263247215.70324","3565.15614897567","10011683","10011683","10011683"
"1693","3.91852003519423","5097083266.9623","3558.54785331308","10011683","10011683","10011683"
"1694","4.04961633671061","4909866693.25842","3543.83443172912","10011683","10011683","10011683"
"1695","3.10213546115322","4703815578.01553","3520.51802979479","10011683","10011683","10013308"
"1696","3.08196734767395","4552066296.43737","3514.61184631624","10011683","10011683","10013308"
"1697","3.79770543656818","4402726188.20772","3507.61699220791","10011683","10011683","10013308"
"1698","4.07309665261587","4163613952.80168","3489.36403342419","10011683","10011683","10013308"
"1699","4.41291624224689","3982943537.71686","3494.01353780421","10011683","10011683","10013308"
"1700","8.55496313309334","3795893797.64007","3479.36654661114","10011666, 10011683","10011683","10013308"
"1701","8.74260443554354","3248899362.66845","3399.80186199902","10011666","10013308","10011666"
"1702","7.15781072613632","2496902067.29858","3343.53449484922","10011666","10006459","10006459"
"1703","7.06973206368957","2469713011.44816","3299.19313144656","10011666","10006459","10006459"
"1704","6.99408498558508","2401258997.19038","3243.4600250621","10006459","10006459","10006459"
"1705","4.80619196459638","2249256406.37883","3173.37211792174","10006459","10006459","10006459"
"1706","5.27500324588306","2160406831.05436","3125.43176096886","10006459","10006459","10006459"
"1707","5.18298701571922","2026185504.64867","3062.92770144307","10006459","10006459","10006459"
"1708","5.10275963574877","1945196689.74022","3004.54266504219","10006459","10006459","10006459"
"1709","5.64518291547446","1883933712.90373","2949.43353650485","10006459","10006459","10006459"
"1710","5.54593013414971","1813902977.87083","2887.49827423238","10006459","10006459","10006459"
"1711","7.10784494318106","1732685265.53218","2823.35633210586","10006459","10006459","10006459"
"1712","5.34296583375209","1641057452.9978","2755.65983796293","10006459","10006459","10006459"
"1713","5.92382732131311","1549496850.60358","2682.73451380255","10006459","10006459","10006459"
"1714","5.95833252926454","1644958956.59713","2636.68397906975","10006459","10006459","10006459"
"1715","5.50465474898218","1600735240.95744","2581.09588742737","10006459","10006459","10006459"
"1716","5.38317139299068","1483067356.216","2518.28561119799","10006459","10006459","10006459"
"1717","4.70387095643544","1397631267.38615","2477.51107015565","10006459","10006459","10006459"
"1718","4.61257036475571","1308452539.89202","2427.54307931273","10006459","10006459","10006459"
"1719","3.84793343897879","1194641909.8634","2362.85414700876","10006459","10006459","10006459"
"1720","3.76196654275959","1101815535.80755","2306.66719177112","10006459","10006459","10006459"
"1721","3.87968043982579","1031070030.05521","2253.27757553568","10006459","10006459","10006459"
"1722","5.71386556071458","932248327.299434","2182.58542661261","10006459","10006459","10006459"
"1723","5.17370751072703","848053710.709629","2114.16633886055","10006459","10006459","10006459"
"1724","5.3665952605802","776203921.476936","2037.63093675856","10006459","10006459","10006462"
"1725","5.25266050933197","714585146.860396","1993.23566282488","10006459","10006459","10006462"
"1726","4.45869598882447","630039250.023964","1925.77170210701","10006459","10006459","10006462"
"1727","3.95734035942006","639517617.282246","1872.5641810977","10006462","10006462","10006462"
"1728","3.8488556267084","584038392.783165","1811.50592502442","10006462","10006462","10006462"
"1729","3.76536862741413","547100188.587081","1754.04412566551","10006462","10006462","10006462"
"1730","3.15880624940117","507878816.453099","1691.26132461705","10006462","10006462","10006462"
"1731","3.43053750330171","478953394.822816","1643.84570907761","10006462","10006462","10006462"
"1732","4.2095815080815","444285453.22374","1582.36992192655","10006462","10006462","10006462"
"1733","4.10072322153629","414126546.217077","1534.82726363805","10006462","10006462","10006462"
"1734","3.99255125304754","381707083.087758","1482.94050947483","10006462","10006462","10006462"
"1735","3.4748943423609","352736227.782947","1435.96273269897","10006462","10006462","10006462"
"1736","3.41011357551375","326253706.647116","1399.61024012649","10006462","10006462","10006462"
"1737","3.740185333913","301716237.65785","1350.68093122232","10006462","10006462","10006462"
"1738","3.62977247663744","274744363.72916","1300.90979764231","10006462","10006462","10006462"
"1739","3.55761752074469","254852170.982293","1268.46168970576","10006462","10006462","10006462"
"1740","3.91744435299009","229518151.360519","1214.62539530718","10006462","10006462","10006462"
"1741","6.26885398535555","203742248.403465","1162.74154186715","10006462","10006462","10006462"
