"V1","V2"
-23.493950864281,-4.61507553047365e-07
-23.4950405993481,-4.61687769533076e-07
-23.4950860866968,-4.61695270695745e-07
-23.492189698176,-4.61216485435322e-07
-23.4954754687229,-4.61759612059589e-07
-23.4926228987107,-4.61288081067966e-07
-23.4952914120945,-4.61729186994333e-07
-23.4953393961139,-4.61737097517678e-07
-23.4936336607309,-4.61455140587233e-07
-23.4885290746675,-4.60611256409514e-07
-23.4924993281455,-4.61267579957115e-07
-23.4940986095696,-4.61531953243453e-07
-23.4952413452473,-4.6172095242989e-07
-23.4926713150312,-4.61296083420001e-07
-23.4934801286187,-4.61429772021423e-07
-23.489668481143,-4.60799654977739e-07
-23.4952133829043,-4.61716298237877e-07
-23.4953673747594,-4.61741752331267e-07
-23.4950343395904,-4.61686716183134e-07
-23.4950485297923,-4.61689071684901e-07
-23.4882848979449,-4.60570828157927e-07
-23.4947897472916,-4.61646229150171e-07
-23.4942108695723,-4.61550546021889e-07
-23.4928983431323,-4.6133361376192e-07
-23.4955464123175,-4.61771356948321e-07
-23.4953882386091,-4.61745190657136e-07
-23.4952204780532,-4.61717490769352e-07
-23.4953556970413,-4.61739827744148e-07
-23.4951724817609,-4.61709539125177e-07
-23.4894272015862,-4.60759690642727e-07
-23.4930794415902,-4.61363500787167e-07
-23.4953506761769,-4.61739000435332e-07
-23.4950468586133,-4.61688775441501e-07
-23.4931946282074,-4.61382580699067e-07
-23.4921533881326,-4.61210488961358e-07
-23.4952621980656,-4.61724362906087e-07
-23.4937213503511,-4.61469664108102e-07
-23.4928828766901,-4.61331012383224e-07
-23.4938119056959,-4.6148457623007e-07
-23.4951633005386,-4.61708056855793e-07
-23.4924764013001,-4.61263841723502e-07
-23.4952421807735,-4.61721069020755e-07
-23.4952818286462,-4.61727589529048e-07
-23.4928228154686,-4.61321145744889e-07
-23.4951699768924,-4.61709107704418e-07
-23.4953769777079,-4.61743358805244e-07
-23.4959236786738,-4.61833709597291e-07
-23.4952951766356,-4.61729849109008e-07
-23.4952346667812,-4.61719828298656e-07
-23.4953748917534,-4.61742964028743e-07
-23.4950376772156,-4.61687260779675e-07
-23.4955155275205,-4.61766234375037e-07
-23.4940944299111,-4.615312819095e-07
-23.4955205355529,-4.6176708583929e-07
-23.4935686067637,-4.61444412166688e-07
-23.4954608610922,-4.6175725751517e-07
-23.495673282919,-4.61792329866206e-07
-23.4951411780875,-4.6170437404587e-07
-23.4912264049009,-4.61057172158126e-07
-23.4922660649493,-4.6122908085431e-07
-23.4950301657066,-4.616860451604e-07
-23.4952100374814,-4.61715746123438e-07
-23.4954858900911,-4.61761310016143e-07
-23.493256802141,-4.6139277560905e-07
-23.4952784825387,-4.61727093746861e-07
-23.4952417480335,-4.61720993404182e-07
-23.4955338943366,-4.61769303819133e-07
-23.4956912206452,-4.61795249175584e-07
-23.4921141598905,-4.61203991063948e-07
-23.4936958898585,-4.61465433899391e-07
-23.4930619366564,-4.61360632496441e-07
-23.4951044542684,-4.61698300600812e-07
-23.4928787305821,-4.61330397314831e-07
-23.4932250894052,-4.61387553132056e-07
-23.4897089232432,-4.60806324612462e-07
-23.4883429898355,-4.60580542563028e-07
-23.49526012609,-4.61724040321114e-07
-23.4951620436273,-4.61707794946126e-07
-23.4946027634804,-4.61615324887545e-07
-23.4933415339546,-4.61406838149368e-07
-23.4950226532503,-4.61684779641886e-07
-23.4929225352101,-4.61337593089027e-07
-23.4918529077429,-4.61160813706303e-07
-23.4959282642152,-4.61834447056607e-07
-23.4952438471555,-4.61721354045519e-07
-23.4918958795443,-4.61167927618362e-07
-23.4951754027003,-4.61710006105298e-07
-23.49537238803,-4.61742612220659e-07
-23.4924162979313,-4.61253866618715e-07
-23.4950226532503,-4.61684775663807e-07
-23.4919109158887,-4.6117040673673e-07
-23.4951624465839,-4.61707829815687e-07
-23.4951040355904,-4.61698264464939e-07
-23.4950293309273,-4.61685931822651e-07
-23.4925444149329,-4.6127507852792e-07
-23.4925223105216,-4.61271453917646e-07
-23.495307286377,-4.61731813288964e-07
-23.4951249024482,-4.61701700948063e-07
-23.4923036056825,-4.61235234172137e-07
-23.495263454774,-4.61724558986938e-07
-23.4953907507798,-4.61745643993169e-07
-23.4937563921177,-4.61475451394339e-07
-23.4923620556699,-4.61244965538716e-07
-23.4952075364406,-4.61715310704387e-07
-23.4937789064419,-4.61479154301749e-07
-23.4954679494162,-4.61758345007218e-07
-23.4942684498559,-4.61560039771677e-07
-23.4933064711519,-4.61401029200237e-07
-23.4933436149707,-4.61407149015576e-07
-23.4892502510983,-4.60730474264969e-07
-23.4953047745933,-4.61731428018985e-07
-23.4938181650052,-4.61485650464828e-07
-23.4919501281324,-4.61176843161586e-07
-23.4933227529215,-4.61403720165708e-07
-23.4887319054025,-4.60644743858534e-07
-23.4951065373995,-4.61698628205951e-07
-23.4952488535812,-4.61722193884806e-07
-23.4952025303199,-4.61714495537328e-07
-23.494091931807,-4.6153089251596e-07
-23.4947739046841,-4.61643653174319e-07
-23.4953536008952,-4.61739509424361e-07
-23.4953857447536,-4.61744799679951e-07
-23.4943302542406,-4.61570307102935e-07
-23.495423729207,-4.61751110396615e-07
-23.48900944087,-4.60690669019141e-07
-23.4929196318154,-4.61337126801399e-07
-23.4951541153995,-4.617064989102e-07
-23.4946854277153,-4.61628994613745e-07
-23.4921433630484,-4.61208812191263e-07
-23.4939187516714,-4.61502283469466e-07
-23.4951165536668,-4.6170030294422e-07
-23.4954871514996,-4.61761569640555e-07
-23.4955347321003,-4.61769417360881e-07
-23.4953248130713,-4.61734743730934e-07
-23.4924246331978,-4.61255277041162e-07
-23.4952559474503,-4.61723316099464e-07
-23.495047276767,-4.6168884599845e-07
-23.4882298135335,-4.60561768023194e-07
-23.4954579282387,-4.61756723094666e-07
-23.4941699770207,-4.61543826611682e-07
-23.4951244873303,-4.61701602768565e-07
-23.4958543923974,-4.61822217715699e-07
-23.4951916755951,-4.61712700930621e-07
-23.4933315173555,-4.61405144101064e-07
-23.4887122888638,-4.60641513496636e-07
-23.4952413289224,-4.61720918516679e-07
-23.4942872275862,-4.6156310511953e-07
-23.4952000121885,-4.61714062037354e-07
-23.4890469963387,-4.60696847265501e-07
-23.4952592898422,-4.61723893910921e-07
-23.4957404676485,-4.61803428736304e-07
-23.4934534177094,-4.61425353500039e-07
-23.4938106287147,-4.61484366967564e-07
-23.4931700228466,-4.6137850375075e-07
-23.4926762819124,-4.61296840966562e-07
-23.4951440964035,-4.61704817274165e-07
-23.49512489438,-4.61701695656367e-07
-23.4951349202923,-4.61703330577163e-07
-23.4929659486796,-4.61344762184092e-07
-23.4929371190147,-4.61339941384968e-07
-23.4939563165346,-4.61508494416847e-07
-23.4952864142355,-4.61728432821499e-07
-23.4952450895225,-4.61721578286774e-07
-23.4951536972373,-4.61706466600717e-07
-23.4940727464237,-4.61527760100156e-07
-23.4953001847882,-4.61730672015883e-07
-23.4893562974039,-4.60748040724121e-07
-23.4935226997183,-4.61436804650073e-07
-23.4953152137405,-4.6173312682392e-07
-23.4953398306964,-4.61737212417448e-07
-23.4951666380588,-4.61708579046076e-07
-23.4954015906971,-4.61747415038503e-07
-23.4897122379102,-4.60806809083348e-07
-23.4929041491651,-4.61334534598628e-07
-23.4931841979579,-4.6138084417893e-07
910.453389670931,0.000290023343362327
-23.4952914180231,-4.61729203156439e-07
-23.4940447489228,-4.6152307050481e-07
-23.49537530641,-4.61743096830135e-07
-23.4950660576754,-4.61691945823467e-07
-23.495238409285,-4.61720437986837e-07
-23.4935022019936,-4.6143337994427e-07
-23.4940472717857,-4.61523496881434e-07
-23.4940672990351,-4.61526793141697e-07
-23.4886984774374,-4.60639186934348e-07
-23.4953903340799,-4.61745585135881e-07
910.453389670931,0.000290023343284897
-23.4936028281937,-4.61450027419403e-07
-23.4951236524855,-4.61701475242324e-07
-23.4950380955057,-4.61687349467791e-07
-23.4931124211066,-4.61368987805997e-07
-23.4952413409179,-4.61720937539927e-07
-23.4924651457434,-4.61262033044377e-07
-23.4939233488815,-4.61503021839809e-07
-23.4919981443497,-4.61184819928744e-07
-23.4935389406091,-4.61439437831297e-07
-23.4934534177095,-4.61425355235571e-07
-23.491799063562,-4.61151937138792e-07
-23.4952400869321,-4.61720719094066e-07
-23.4955752074518,-4.61776100053949e-07
-23.4953978407103,-4.61746817399615e-07
-23.4954975806602,-4.61763267885479e-07
-23.4950890117304,-4.61695770536381e-07
-23.4932735292803,-4.61395639282368e-07
-23.4950497805063,-4.61689265872519e-07
-23.4951390936611,-4.61704022113267e-07
-23.4934968216839,-4.61432540317826e-07
-23.4953306445827,-4.61735727234634e-07
-23.4938736657122,-4.61494835064255e-07
-23.4950435159801,-4.61688216752118e-07
-23.4937467738168,-4.61473812408718e-07
-23.4951269836795,-4.61702024984101e-07
-23.4951578721638,-4.61707140831957e-07
-23.493575678846,-4.61445551215592e-07
-23.4939416897671,-4.61506061767231e-07
-23.4950226532504,-4.61684779617491e-07
-23.4950239053983,-4.61684970972172e-07
-23.4950226532504,-4.61684779702869e-07
-23.4950969385808,-4.61697069659127e-07
-23.495467946844,-4.6175833372374e-07
-23.495434979941,-4.61752949507563e-07
-23.4952734745172,-4.61726231616841e-07
-23.4957120895569,-4.61798731008189e-07
-23.4950239054054,-4.61684971474358e-07
-23.4826247881189,-4.59635174744237e-07
-23.4932109187935,-4.61385285077184e-07
910.453389670931,0.000290023343287214
-23.495097774751,-4.61697219259235e-07
-23.4952430007306,-4.6172120452665e-07
-23.4920244412851,-4.61189160090476e-07
-23.4952242341794,-4.6171811051076e-07
-23.4953698861621,-4.61742165108732e-07
-23.492572814036,-4.61279818907967e-07
-23.4933594813763,-4.61409786580003e-07
-23.4953185474544,-4.61733680601785e-07
-23.4953210590868,-4.61734106083991e-07
-23.4931888133271,-4.61381642115863e-07
-23.4952601232107,-4.61724028432213e-07
-23.4950522829406,-4.61689702737193e-07
-23.4927789804942,-4.61313852800282e-07
-23.4940610646362,-4.6152578191716e-07
-23.4933227529217,-4.61403718055076e-07
-23.4950848367464,-4.61695042933891e-07
-23.4925444431831,-4.61275131607578e-07
-23.4950618846746,-4.61691251296813e-07
-23.4950748234593,-4.61693434580988e-07
-23.495033086169,-4.61686536754847e-07
-23.495112800074,-4.61699654813725e-07
-23.49206199598,-4.61195362006183e-07
-23.4933820328348,-4.61413550152785e-07
-23.4950301655533,-4.61686046220462e-07
-23.4944070170816,-4.6158292672052e-07
-23.4919547246017,-4.61177617330832e-07
910.453389670931,0.000290023343269339
-23.4937747392185,-4.61478451405483e-07
-23.4931407906683,-4.61373636796401e-07
-23.4950226532505,-4.61684779459895e-07
-23.4925323050255,-4.6127308041552e-07
-23.4938707645114,-4.61494344737065e-07
-23.4898725016204,-4.60833280260376e-07
-23.4952930789307,-4.61729432000213e-07
-23.4922568739291,-4.61227562446001e-07
-23.4933444532799,-4.61407317073771e-07
-23.4922118002471,-4.61220111064955e-07
-23.4922309985351,-4.61223276671763e-07
-23.4921333363308,-4.61207117687664e-07
-23.4922598071215,-4.61228047400092e-07
-23.4952668001174,-4.61725147507281e-07
-23.4954187061152,-4.61750217881693e-07
-23.4937109154002,-4.61467913052372e-07
-23.4934680251592,-4.61427777740406e-07
-23.4945447784403,-4.61605760074335e-07
-23.4930836343703,-4.61364257771384e-07
-23.4954942372204,-4.61762746478986e-07
-23.4951607802745,-4.61707574426511e-07
-23.4953298175117,-4.6173549617443e-07
-23.4926537842189,-4.61293142883809e-07
-23.4927756471298,-4.61313343854358e-07
-23.4955217959271,-4.6176729796224e-07
-23.4934459035171,-4.61424141758996e-07
-23.4952521878865,-4.61722692613592e-07
-23.4953381652573,-4.61736982956934e-07
-23.4933302931912,-4.61405002337703e-07
-23.4930130950978,-4.61352580430683e-07
-23.4950226532505,-4.61684779432357e-07
-23.4954934090822,-4.61762579445029e-07
-23.4923378586722,-4.61240965770642e-07
-23.4935715180794,-4.6144486395656e-07
-23.4939951356565,-4.61514930980149e-07
-23.4955409874086,-4.61770451214834e-07
-23.4953172931275,-4.61733480341548e-07
-23.4956599320501,-4.61790135185494e-07
-23.4953135403262,-4.61732868239389e-07
-23.495370714248,-4.61742306003352e-07
-23.4875863425934,-4.6045548689345e-07
-23.4953598628517,-4.6174050714471e-07
-23.4954546028622,-4.61756147371571e-07
-23.4953652917646,-4.61741424727221e-07
-23.4928123777058,-4.61319398094916e-07
-23.4934546697714,-4.61425550374003e-07
-23.4953122840938,-4.61732689612674e-07
-23.4952868255071,-4.61728457938187e-07
